OrderNumber,PizzaNumber,ReceivedTime,Canceled,CancelReason,StartedTime,ReadyTime,Dough,Sauce,Cheese,Toppings,PizzaIngredDesc
578,1,11-Jun-2021 20:46:31,0,NC,11-Jun-2021 20:50:27,11-Jun-2021 21:05:00,0.396547015333088,0.271146121514784,0.254557878072592,0.175966317360596,"Order #578, Pizza 1 of 11: pepperoni, hot peppers"
578,2,11-Jun-2021 20:46:31,0,NC,11-Jun-2021 20:50:29,11-Jun-2021 21:05:16,0.350465164425174,0.227316751749651,0.324458190021127,0.180730344800505,"Order #578, Pizza 2 of 11: ham, onions"
578,3,11-Jun-2021 20:46:31,0,NC,11-Jun-2021 20:51:37,11-Jun-2021 21:05:43,0.40724377557158,0.253880834184214,0.400093962049083,0.280841113382239,"Order #578, Pizza 3 of 11: pepperoni, sausage, spinach"
578,4,11-Jun-2021 20:46:31,0,NC,11-Jun-2021 20:53:16,11-Jun-2021 21:06:03,0.347465178197192,0.233792813995444,0.37389525780775,0,"Order #578, Pizza 4 of 11: cheese"
578,5,11-Jun-2021 20:46:31,0,NC,11-Jun-2021 20:53:13,11-Jun-2021 21:07:44,0.344214506618174,0.290514487448789,0.398353830466743,0.195070583772374,"Order #578, Pizza 5 of 11: sausage, artichokes"
578,6,11-Jun-2021 20:46:31,0,NC,11-Jun-2021 20:53:17,11-Jun-2021 21:08:17,0.476830399464567,0.238803079653963,0.409197896325958,0.288985909659073,"Order #578, Pizza 6 of 11: extra mushroom, tomato"
578,7,11-Jun-2021 20:46:31,0,NC,11-Jun-2021 20:53:10,11-Jun-2021 21:08:20,0.312766476660995,0.231487788581864,0.352426933160958,0.309975981284296,"Order #578, Pizza 7 of 11: pepperoni, tomato, sausage"
578,8,11-Jun-2021 20:46:31,0,NC,11-Jun-2021 20:53:54,11-Jun-2021 21:09:34,0.483971396839521,0.246563995153756,0.412400207608924,0,"Order #578, Pizza 8 of 11: cheese"
578,9,11-Jun-2021 20:46:31,0,NC,11-Jun-2021 20:54:02,11-Jun-2021 21:09:37,0.272680266260565,0.254461297932083,0.163569316459684,0.111680909878696,"Order #578, Pizza 9 of 11: pepperoni, light cheese"
578,10,11-Jun-2021 20:46:31,0,NC,11-Jun-2021 20:54:01,11-Jun-2021 21:09:43,0.437598986012601,0.246107757338331,0.36516000387059,0,"Order #578, Pizza 10 of 11: cheese"
578,11,11-Jun-2021 20:46:31,0,NC,11-Jun-2021 20:54:42,11-Jun-2021 21:10:54,0.470187088338197,0.262419011494589,0.498415591772638,0.217243888504425,"Order #578, Pizza 11 of 11: mushroom, eggplant, heavy cheese"
576,1,11-Jun-2021 20:47:13,0,NC,11-Jun-2021 20:54:48,11-Jun-2021 21:09:37,0.535591881907535,0.258691890490048,0.368370963325228,0.115965398838095,"Order #576, Pizza 1 of 4: broccoli"
576,2,11-Jun-2021 20:47:13,0,NC,11-Jun-2021 20:54:49,11-Jun-2021 21:10:43,0.25742180194989,0.25137919728489,0.436570698670376,0,"Order #576, Pizza 2 of 4: cheese"
576,3,11-Jun-2021 20:47:13,0,NC,11-Jun-2021 20:54:57,11-Jun-2021 21:10:51,0.395294300509091,0.248941153880505,0.565806296675637,0,"Order #576, Pizza 3 of 4: cheese, heavy cheese"
576,4,11-Jun-2021 20:47:13,0,NC,11-Jun-2021 20:55:30,11-Jun-2021 21:12:06,0.549933909306364,0.264721351214184,0.36262264791036,0,"Order #576, Pizza 4 of 4: cheese"
577,1,11-Jun-2021 20:47:30,0,NC,11-Jun-2021 20:55:39,11-Jun-2021 21:13:24,0.375019054019873,0.245989072588428,0.509986236947103,0.300313884918759,"Order #577, Pizza 1 of 2: bacon, chicken, mushroom, heavy cheese"
577,2,11-Jun-2021 20:47:30,0,NC,11-Jun-2021 20:57:20,11-Jun-2021 21:13:26,0.325043218585536,0.178064694757491,0.342055506260147,0.178676216541313,"Order #577, Pizza 2 of 2: bacon, pineapple, light sauce"
579,1,11-Jun-2021 20:49:51,0,NC,11-Jun-2021 20:57:54,11-Jun-2021 21:13:33,0.582233245848682,0.265621293810877,0.447416420676373,0.108123370363598,"Order #579, Pizza 1 of 2: mushroom, heavy cheese"
579,2,11-Jun-2021 20:49:51,0,NC,11-Jun-2021 20:57:55,11-Jun-2021 21:13:46,0.440328420075106,0.259617230538685,0.308520535684125,0.104006968071159,"Order #579, Pizza 2 of 2: chicken"
580,1,11-Jun-2021 20:50:38,0,NC,11-Jun-2021 20:59:16,11-Jun-2021 21:14:07,0.563634737585425,0.268114028069201,0.322387771900801,0,"Order #580, Pizza 1 of 1: cheese"
581,1,11-Jun-2021 20:50:57,0,NC,11-Jun-2021 20:59:21,11-Jun-2021 21:14:07,0.312888011831327,0.226591047343157,0.411405287445151,0.106212883957241,"Order #581, Pizza 1 of 9: onions"
581,2,11-Jun-2021 20:50:57,0,NC,11-Jun-2021 20:59:25,11-Jun-2021 21:14:12,0.397083866696864,0.230799818583365,0.321321709595508,0.191361477378716,"Order #581, Pizza 2 of 9: pepperoni, mushroom"
581,3,11-Jun-2021 20:50:57,0,NC,11-Jun-2021 20:59:25,11-Jun-2021 21:15:00,0.419290367150016,0.263116811271371,0.310971454837395,0.199394278182855,"Order #581, Pizza 3 of 9: spinach, artichokes"
581,4,11-Jun-2021 20:50:57,0,NC,11-Jun-2021 21:00:27,11-Jun-2021 21:15:02,0.368270729647856,0.252419173317428,0.324157809644528,0,"Order #581, Pizza 4 of 9: cheese"
581,5,11-Jun-2021 20:50:57,0,NC,11-Jun-2021 21:00:25,11-Jun-2021 21:15:05,0.46838317728205,0.160474528998503,0.330753624955834,0.122912513635216,"Order #581, Pizza 5 of 9: prosciutto, light sauce"
581,6,11-Jun-2021 20:50:57,0,NC,11-Jun-2021 21:00:29,11-Jun-2021 21:15:15,0.394556411434596,0.145545162739961,0.541854485272514,0.0956561679119716,"Order #581, Pizza 6 of 9: sausage, light sauce, heavy cheese"
581,7,11-Jun-2021 20:50:57,0,NC,11-Jun-2021 21:01:37,11-Jun-2021 21:15:33,0.469208053327575,0.244052945153233,0.346390085064784,0.191094880848877,"Order #581, Pizza 7 of 9: pepperoni, spinach"
581,8,11-Jun-2021 20:50:57,0,NC,11-Jun-2021 21:03:10,11-Jun-2021 21:17:30,0.361250095386908,0.238205749455411,0.387322664687935,0.293913331490618,"Order #581, Pizza 8 of 9: ham, pineapple, artichokes"
581,9,11-Jun-2021 20:50:57,0,NC,11-Jun-2021 21:03:13,11-Jun-2021 21:18:15,0.4656340140832,0.144537888081181,0.501319033628515,0.185924295326538,"Order #581, Pizza 9 of 9: sausage, eggplant, light sauce, heavy cheese"
582,1,11-Jun-2021 20:52:41,0,NC,11-Jun-2021 21:03:16,11-Jun-2021 21:16:01,0.541293125283921,0.26818916089901,0.311261217094979,0.205415107949344,"Order #582, Pizza 1 of 2: extra mushroom"
582,2,11-Jun-2021 20:52:41,0,NC,11-Jun-2021 21:03:17,11-Jun-2021 21:18:21,0.331413505199415,0.27684946713647,0.49475365829432,0,"Order #582, Pizza 2 of 2: cheese, heavy cheese"
584,1,11-Jun-2021 20:53:09,0,NC,11-Jun-2021 21:03:57,11-Jun-2021 21:19:40,0.343654928578393,0.258622577151407,0.251600781192831,0.107079979848531,"Order #584, Pizza 1 of 1: pepperoni, light cheese"
583,1,11-Jun-2021 20:53:46,0,NC,11-Jun-2021 21:03:59,11-Jun-2021 21:19:31,0.386919464061373,0.304447001651971,0.315452173611322,0.190619040238473,"Order #583, Pizza 1 of 1: sausage, anchovies"
585,1,11-Jun-2021 20:53:54,0,NC,11-Jun-2021 21:04:03,11-Jun-2021 21:19:46,0.431194556036532,0.373136690036979,0.20437368288992,0.107351705925603,"Order #585, Pizza 1 of 1: chicken, heavy sauce, light cheese"
586,1,11-Jun-2021 20:54:24,0,NC,11-Jun-2021 21:04:42,11-Jun-2021 21:19:37,0.4745109264682,0.250087078739119,0.321781040471694,0,"Order #586, Pizza 1 of 6: cheese"
586,2,11-Jun-2021 20:54:24,0,NC,11-Jun-2021 21:04:57,11-Jun-2021 21:20:43,0.388848382583637,0.160434490495704,0.408311772617796,0.214906081319603,"Order #586, Pizza 2 of 6: ham, pineapple, light sauce"
586,3,11-Jun-2021 20:54:24,0,NC,11-Jun-2021 21:04:48,11-Jun-2021 21:20:45,0.49256139150918,0.274963606365156,0.497777143715869,0,"Order #586, Pizza 3 of 6: cheese, heavy cheese"
586,4,11-Jun-2021 20:54:24,0,NC,11-Jun-2021 21:04:49,11-Jun-2021 21:20:50,0.49006627090773,0.23488909490021,0.340589566718709,0.300102935240052,"Order #586, Pizza 4 of 6: sausage, eggplant, hot peppers"
586,5,11-Jun-2021 20:54:24,0,NC,11-Jun-2021 21:05:21,11-Jun-2021 21:22:04,0.340178650258099,0.237615958080521,0.487802261026302,0.0725648797996744,"Order #586, Pizza 5 of 6: tomato, heavy cheese"
586,6,11-Jun-2021 20:54:24,0,NC,11-Jun-2021 21:05:39,11-Jun-2021 21:23:40,0.420777019620972,0.251201597918121,0.33906794596702,0.202146703744019,"Order #586, Pizza 6 of 6: ham, artichokes"
587,1,11-Jun-2021 20:56:20,0,NC,11-Jun-2021 21:07:20,11-Jun-2021 21:23:40,0.231850746329657,0.289688286443718,0.394714387983424,0.126795329238977,"Order #587, Pizza 1 of 1: sausage"
588,1,11-Jun-2021 20:57:16,0,NC,11-Jun-2021 21:07:54,11-Jun-2021 21:23:36,0.463646586519063,0.254537948824634,0.362668711067854,0.0524443585204456,"Order #588, Pizza 1 of 1: olives"
589,1,11-Jun-2021 20:57:29,0,NC,11-Jun-2021 21:07:55,11-Jun-2021 21:23:33,0.350873084322958,0.156982861660099,0.330842335166952,0.270171812508847,"Order #589, Pizza 1 of 4: pepperoni, spinach, mushroom, light sauce"
589,2,11-Jun-2021 20:57:29,0,NC,11-Jun-2021 21:09:21,11-Jun-2021 21:24:06,0.458394695495839,0.26464608200994,0.354251682453714,0.188214522871123,"Order #589, Pizza 2 of 4: pepperoni, mushroom"
589,3,11-Jun-2021 20:57:29,0,NC,11-Jun-2021 21:09:16,11-Jun-2021 21:24:15,0.440382241470755,0.245493307617852,0.331022363371468,0,"Order #589, Pizza 3 of 4: cheese"
589,4,11-Jun-2021 20:57:29,0,NC,11-Jun-2021 21:09:25,11-Jun-2021 21:24:28,0.457027435089957,0.229549106718274,0.352127427074434,0.290316863607115,"Order #589, Pizza 4 of 4: pepperoni, olives, tomato"
590,1,11-Jun-2021 21:03:52,0,NC,11-Jun-2021 21:09:25,11-Jun-2021 21:25:04,0.435648775398256,0.200534038816399,0.496708678559033,0.232081471359198,"Order #590, Pizza 1 of 2: bacon, onions, heavy cheese"
590,2,11-Jun-2021 21:03:52,0,NC,11-Jun-2021 21:10:25,11-Jun-2021 21:25:10,0.357536298597047,0.122832907706129,0.320319430458849,0.100420810469771,"Order #590, Pizza 2 of 2: spinach, light sauce"
591,1,11-Jun-2021 21:04:23,0,NC,11-Jun-2021 21:10:27,11-Jun-2021 21:25:02,0.505286522588606,0.335411091835263,0.336675163145992,0,"Order #591, Pizza 1 of 2: cheese, heavy sauce"
591,2,11-Jun-2021 21:04:23,0,NC,11-Jun-2021 21:10:29,11-Jun-2021 21:25:08,0.494700515320922,0.13729866271614,0.350724070385156,0.204151226975212,"Order #591, Pizza 2 of 2: pineapple, olives, light sauce"
592,1,11-Jun-2021 21:05:03,0,NC,11-Jun-2021 21:11:37,11-Jun-2021 21:25:37,0.510213295681837,0.171569884938709,0.528396916461421,0,"Order #592, Pizza 1 of 2: cheese, light sauce, heavy cheese"
592,2,11-Jun-2021 21:05:03,0,NC,11-Jun-2021 21:13:10,11-Jun-2021 21:26:06,0.463625700674811,0.263981805131796,0.260755891603287,0.110436821166914,"Order #592, Pizza 2 of 2: sausage, light cheese"
593,1,11-Jun-2021 21:07:16,0,NC,11-Jun-2021 21:13:13,11-Jun-2021 21:28:18,0.447340013240277,0.228140677996712,0.392555560804556,0.28455961075314,"Order #593, Pizza 1 of 1: ham, pineapple, onions"
594,1,11-Jun-2021 21:10:22,0,NC,11-Jun-2021 21:13:16,11-Jun-2021 21:27:48,0.400820652634086,0.227798553197645,0.394631448602088,0.111876257884551,"Order #594, Pizza 1 of 4: bacon"
594,2,11-Jun-2021 21:10:22,0,NC,11-Jun-2021 21:13:17,11-Jun-2021 21:28:20,0.435712078073317,0.249733062322553,0.264294832422044,0,"Order #594, Pizza 2 of 4: cheese"
594,3,11-Jun-2021 21:10:22,0,NC,11-Jun-2021 21:13:53,11-Jun-2021 21:29:31,0.408914567366381,0.216148446200461,0.312339026601778,0.294050149330183,"Order #594, Pizza 3 of 4: chicken, prosciutto, sweet peppers"
594,4,11-Jun-2021 21:10:22,0,NC,11-Jun-2021 21:14:03,11-Jun-2021 21:29:51,0.428280201066769,0.222023958134979,0.369671270519201,0.22190748891391,"Order #594, Pizza 4 of 4: pepperoni, spinach"
595,1,11-Jun-2021 21:12:05,0,NC,11-Jun-2021 21:14:04,11-Jun-2021 21:29:43,0.504723410324148,0.16582400480596,0.374926153218496,0.218761297530341,"Order #595, Pizza 1 of 1: pepperoni, sweet peppers, light sauce"
596,1,11-Jun-2021 21:18:55,0,NC,11-Jun-2021 21:18:55,11-Jun-2021 21:29:55,0.388181769727598,0.178927946479531,0.335887065029408,0.119820282197873,"Order #596, Pizza 1 of 3: pepperoni, light sauce"
596,2,11-Jun-2021 21:18:55,0,NC,11-Jun-2021 21:18:55,11-Jun-2021 21:30:39,0.390078792847484,0.177538465821464,0.502973720369032,0,"Order #596, Pizza 2 of 3: cheese, light sauce, heavy cheese"
596,3,11-Jun-2021 21:18:55,0,NC,11-Jun-2021 21:18:55,11-Jun-2021 21:30:55,0.423302806837795,0.282488743760843,0.346782534479014,0,"Order #596, Pizza 3 of 3: cheese"
597,1,11-Jun-2021 21:23:54,0,NC,11-Jun-2021 21:23:54,11-Jun-2021 21:34:55,0.536734203129169,0.221297443677485,0.353858228154344,0,"Order #597, Pizza 1 of 1: cheese"
598,1,11-Jun-2021 21:26:41,0,NC,11-Jun-2021 21:26:41,11-Jun-2021 21:37:47,0.412279876595574,0.260730630037712,0.402890709969036,0.23371542062588,"Order #598, Pizza 1 of 1: tomato, onions"
599,1,11-Jun-2021 21:37:32,0,NC,11-Jun-2021 21:37:32,11-Jun-2021 21:48:19,0.39731886477055,0.253458553938824,0.305335802069048,0.204469686237074,"Order #599, Pizza 1 of 2: pepperoni, sausage"
599,2,11-Jun-2021 21:37:32,0,NC,11-Jun-2021 21:37:32,11-Jun-2021 21:48:34,0.42618057487488,0.326308623657509,0.357950193618028,0.327547891423787,"Order #599, Pizza 2 of 2: bacon, broccoli, mushroom, heavy sauce"
600,1,11-Jun-2021 21:50:58,0,NC,11-Jun-2021 21:50:58,11-Jun-2021 22:01:59,0.406562403130969,0.296078458820248,0.279274231218759,0.270178085874831,"Order #600, Pizza 1 of 5: broccoli, olives, tomato"
600,2,11-Jun-2021 21:50:58,0,NC,11-Jun-2021 21:50:58,11-Jun-2021 22:02:02,0.553949120931002,0.220167003843303,0.250726548162764,0,"Order #600, Pizza 2 of 5: cheese, light cheese"
600,3,11-Jun-2021 21:50:58,0,NC,11-Jun-2021 21:50:58,11-Jun-2021 22:02:10,0.382732159498966,0.271906845337085,0.360489008189902,0.202721192537,"Order #600, Pizza 3 of 5: pepperoni, artichokes"
600,4,11-Jun-2021 21:50:58,0,NC,11-Jun-2021 21:50:58,11-Jun-2021 22:02:13,0.526887300235711,0.264768462561388,0.154944681705012,0.201564206778463,"Order #600, Pizza 4 of 5: extra sausage, light cheese"
600,5,11-Jun-2021 21:50:58,0,NC,11-Jun-2021 21:51:38,11-Jun-2021 22:02:45,0.566065506259228,0.255623879525568,0.375036387321565,0.190863859410375,"Order #600, Pizza 5 of 5: bacon, olives"
601,1,12-Jun-2021 11:03:41,0,NC,12-Jun-2021 11:03:41,12-Jun-2021 11:14:35,0.612269543921261,0.24681954066212,0.342937581931189,0.220719024602753,"Order #601, Pizza 1 of 5: extra bacon"
601,2,12-Jun-2021 11:03:41,0,NC,12-Jun-2021 11:03:41,12-Jun-2021 11:14:47,0.421233466316199,0.139216623874487,0.38622271015403,0.3121150186662,"Order #601, Pizza 2 of 5: extra ham, onions, light sauce"
601,3,12-Jun-2021 11:03:41,0,NC,12-Jun-2021 11:03:41,12-Jun-2021 11:14:49,0.442763695749085,0.230330816505853,0.277535046122653,0.149797431244196,"Order #601, Pizza 3 of 5: mushroom, onions"
601,4,12-Jun-2021 11:03:41,0,NC,12-Jun-2021 11:03:41,12-Jun-2021 11:14:55,0.777233622361479,0.255407941931151,0.265258302537839,0.0934540188101202,"Order #601, Pizza 4 of 5: ham"
601,5,12-Jun-2021 11:03:41,0,NC,12-Jun-2021 11:04:19,12-Jun-2021 11:15:13,0.461500404061057,0.228150290483302,0.364560493488973,0.10454406094991,"Order #601, Pizza 5 of 5: bacon"
602,1,12-Jun-2021 11:03:52,0,NC,12-Jun-2021 11:04:29,12-Jun-2021 11:15:25,0.37853525061611,0.113416076515423,0.332332033825817,0,"Order #602, Pizza 1 of 1: cheese, light sauce"
603,1,12-Jun-2021 11:08:24,0,NC,12-Jun-2021 11:08:24,12-Jun-2021 11:19:21,0.351894538339992,0.214259731854917,0.41265847295008,0.18991006129816,"Order #603, Pizza 1 of 7: bacon, olives"
603,2,12-Jun-2021 11:08:24,0,NC,12-Jun-2021 11:08:24,12-Jun-2021 11:19:31,0.554746027262226,0.1637358700724,0.518079850608875,0.242659552203435,"Order #603, Pizza 2 of 7: artichokes, eggplant, light sauce, heavy cheese"
603,3,12-Jun-2021 11:08:24,0,NC,12-Jun-2021 11:08:24,12-Jun-2021 11:19:34,0.463827968666158,0.262716396264763,0.479157223556209,0.0675424051820455,"Order #603, Pizza 3 of 7: pineapple"
603,4,12-Jun-2021 11:08:24,0,NC,12-Jun-2021 11:08:24,12-Jun-2021 11:19:35,0.45507188731815,0.241243032625447,0.312467231321853,0.345256495528924,"Order #603, Pizza 4 of 7: pepperoni, mushroom, olives"
603,5,12-Jun-2021 11:08:24,0,NC,12-Jun-2021 11:09:00,12-Jun-2021 11:19:55,0.401101272491521,0.26735164130571,0.526378722928609,0.0876158528637932,"Order #603, Pizza 5 of 7: bacon, heavy cheese"
603,6,12-Jun-2021 11:08:24,0,NC,12-Jun-2021 11:09:04,12-Jun-2021 11:20:21,0.448744859296223,0.24434137162436,0.333793894989685,0.139474047699838,"Order #603, Pizza 6 of 7: tomato"
603,7,12-Jun-2021 11:08:24,0,NC,12-Jun-2021 11:09:07,12-Jun-2021 11:20:23,0.511725781492905,0.269074037229597,0.387642110613986,0.173138149065472,"Order #603, Pizza 7 of 7: ham, onions"
604,1,12-Jun-2021 11:08:40,0,NC,12-Jun-2021 11:09:19,12-Jun-2021 11:20:26,0.499644844546807,0.343070316851942,0.310113724287735,0.279677127678563,"Order #604, Pizza 1 of 1: sausage, pepperoni, artichokes, heavy sauce"
605,1,12-Jun-2021 11:09:25,0,NC,12-Jun-2021 11:09:39,12-Jun-2021 11:20:32,0.562577869480459,0.24531565077425,0.328765397425896,0.336705889746186,"Order #605, Pizza 1 of 13: pepperoni, artichokes, onions"
605,2,12-Jun-2021 11:09:25,0,NC,12-Jun-2021 11:09:57,12-Jun-2021 11:20:46,0.417017225290023,0.24109803574724,0.362229062622735,0,"Order #605, Pizza 2 of 13: cheese"
605,3,12-Jun-2021 11:09:25,0,NC,12-Jun-2021 11:09:56,12-Jun-2021 11:21:07,0.459706010927239,0.224476342129558,0.476091584004043,0,"Order #605, Pizza 3 of 13: cheese, heavy cheese"
605,4,12-Jun-2021 11:09:25,0,NC,12-Jun-2021 11:09:58,12-Jun-2021 11:21:10,0.430890154301946,0.227518110538135,0.378861338754343,0.162854270630626,"Order #605, Pizza 4 of 13: sweet peppers, artichokes, heavy cheese"
605,5,12-Jun-2021 11:09:25,0,NC,12-Jun-2021 11:10:34,12-Jun-2021 11:21:36,0.452657958873279,0.22659352854849,0.343063706787122,0.208560903716509,"Order #605, Pizza 5 of 13: sweet peppers, sausage"
605,6,12-Jun-2021 11:09:25,0,NC,12-Jun-2021 11:10:17,12-Jun-2021 11:21:37,0.502824575383184,0.251994731844474,0.443627751378225,0.092357508117304,"Order #605, Pizza 6 of 13: pepperoni"
605,7,12-Jun-2021 11:09:25,0,NC,12-Jun-2021 11:10:45,12-Jun-2021 11:21:52,0.502336671775662,0.250479637219324,0.203381082189852,0.218825059001876,"Order #605, Pizza 7 of 13: pepperoni, sausage, light cheese"
605,8,12-Jun-2021 11:09:25,0,NC,12-Jun-2021 11:10:43,12-Jun-2021 11:21:53,0.3825367844973,0.336059768615051,0.500970174560237,0.305152821230562,"Order #605, Pizza 8 of 13: pepperoni, tomato, mushroom, heavy sauce, heavy cheese"
605,9,12-Jun-2021 11:09:25,0,NC,12-Jun-2021 11:11:25,12-Jun-2021 11:22:18,0.468211092670409,0.274186418266664,0.395488293723815,0.210103975225125,"Order #605, Pizza 9 of 13: onions, tomato"
605,10,12-Jun-2021 11:09:25,0,NC,12-Jun-2021 11:11:08,12-Jun-2021 11:22:19,0.506383193539524,0.250123305054248,0.36197197339004,0.12278638456595,"Order #605, Pizza 10 of 13: pepperoni"
605,11,12-Jun-2021 11:09:25,0,NC,12-Jun-2021 11:11:31,12-Jun-2021 11:24:38,0.526370051911205,0.204561163978147,0.427087136656875,0,"Order #605, Pizza 11 of 13: cheese"
605,12,12-Jun-2021 11:09:25,0,NC,12-Jun-2021 11:11:37,12-Jun-2021 11:24:47,0.464408346833509,0.25730051258325,0.362452347487847,0.105231213948959,"Order #605, Pizza 12 of 13: onions"
605,13,12-Jun-2021 11:09:25,0,NC,12-Jun-2021 11:11:52,12-Jun-2021 11:24:59,0.578039914448865,0.252005792336604,0.406164876632709,0.114218272729723,"Order #605, Pizza 13 of 13: pepperoni"
606,1,12-Jun-2021 11:11:40,0,NC,12-Jun-2021 11:12:04,12-Jun-2021 11:24:57,0.356567119313741,0.23783040887312,0.371664988616862,0.200151438528155,"Order #606, Pizza 1 of 5: pepperoni, hot peppers"
606,2,12-Jun-2021 11:11:40,0,NC,12-Jun-2021 11:12:11,12-Jun-2021 11:25:15,0.357469694767701,0.264500114108172,0.332651256101752,0.317610652039243,"Order #606, Pizza 2 of 5: mushroom, artichokes, tomato"
606,3,12-Jun-2021 11:11:40,0,NC,12-Jun-2021 11:12:15,12-Jun-2021 11:25:26,0.476889750481404,0.355371976912967,0.358234175260251,0.299324644008366,"Order #606, Pizza 3 of 5: pepperoni, tomato, broccoli, heavy sauce"
606,4,12-Jun-2021 11:11:40,0,NC,12-Jun-2021 11:12:46,12-Jun-2021 11:29:13,0.38596733577735,0.270933180431533,0.368405646652983,0.191287473294924,"Order #606, Pizza 4 of 5: spinach, sausage"
606,5,12-Jun-2021 11:11:40,0,NC,12-Jun-2021 11:12:42,12-Jun-2021 11:29:27,0.282736619657479,0.149064972316728,0.355317445493326,0,"Order #606, Pizza 5 of 5: cheese, light sauce"
607,1,12-Jun-2021 11:12:26,0,NC,12-Jun-2021 11:12:48,12-Jun-2021 11:29:28,0.572779685065822,0.230879628953096,0.310466027539972,0,"Order #607, Pizza 1 of 1: cheese"
609,1,12-Jun-2021 11:13:22,0,NC,12-Jun-2021 11:13:22,12-Jun-2021 11:29:32,0.428976040980516,0.256944817244911,0.479460227500085,0,"Order #609, Pizza 1 of 6: cheese, heavy cheese"
609,2,12-Jun-2021 11:13:22,0,NC,12-Jun-2021 11:13:30,12-Jun-2021 11:29:52,0.498308179267306,0.23595722148377,0.144171794372996,0.11528232840644,"Order #609, Pizza 2 of 6: pepperoni, light cheese"
609,3,12-Jun-2021 11:13:22,0,NC,12-Jun-2021 11:13:32,12-Jun-2021 11:30:16,0.47388240419968,0.24295624628574,0.361831098363103,0.198724179147187,"Order #609, Pizza 3 of 6: mushroom, onions"
609,4,12-Jun-2021 11:13:22,0,NC,12-Jun-2021 11:14:29,12-Jun-2021 11:30:19,0.266305413065245,0.36016396946271,0.314862655790757,0.191904786042502,"Order #609, Pizza 4 of 6: prosciutto, chicken, heavy sauce"
609,5,12-Jun-2021 11:13:22,0,NC,12-Jun-2021 11:14:19,12-Jun-2021 11:30:25,0.460622701286689,0.229767452348517,0.377817996626815,0.27926979582475,"Order #609, Pizza 5 of 6: sweet peppers, broccoli, spinach"
609,6,12-Jun-2021 11:13:22,0,NC,12-Jun-2021 11:14:30,12-Jun-2021 11:30:27,0.445334682020494,0.225994603742646,0.17369590921522,0.110224794413269,"Order #609, Pizza 6 of 6: pepperoni, light cheese"
608,1,12-Jun-2021 11:14:13,0,NC,12-Jun-2021 11:14:35,12-Jun-2021 11:30:45,0.47543698815546,0.297461946240401,0.537217343125507,0.117720813543898,"Order #608, Pizza 1 of 2: sausage, heavy cheese"
608,2,12-Jun-2021 11:14:13,0,NC,12-Jun-2021 11:15:06,12-Jun-2021 11:31:09,0.43920453025643,0.244082718988126,0.291865952790623,0,"Order #608, Pizza 2 of 2: cheese"
611,1,12-Jun-2021 11:15:56,0,NC,12-Jun-2021 11:15:56,12-Jun-2021 11:31:04,0.264713938046967,0.258570688408856,0.540675564098869,0.186658131826017,"Order #611, Pizza 1 of 6: onions, tomato, heavy cheese"
611,2,12-Jun-2021 11:15:56,0,NC,12-Jun-2021 11:19:00,12-Jun-2021 11:31:26,0.456901543580299,0.249416152306435,0.227487479378052,0.139749638826796,"Order #611, Pizza 2 of 6: broccoli, light cheese"
611,3,12-Jun-2021 11:15:56,0,NC,12-Jun-2021 11:19:07,12-Jun-2021 11:31:48,0.453100989048414,0.230671106251866,0.321014922667464,0.201193504107059,"Order #611, Pizza 3 of 6: ham, artichokes"
611,4,12-Jun-2021 11:15:56,0,NC,12-Jun-2021 11:19:04,12-Jun-2021 11:31:51,0.311760913487886,0.276190488833137,0.535553599312141,0,"Order #611, Pizza 4 of 6: cheese, heavy cheese"
611,5,12-Jun-2021 11:15:56,0,NC,12-Jun-2021 11:19:19,12-Jun-2021 11:31:58,0.497133558181257,0.260096285944869,0.305557943057432,0.129221301248015,"Order #611, Pizza 5 of 6: ham"
611,6,12-Jun-2021 11:15:56,0,NC,12-Jun-2021 11:19:41,12-Jun-2021 11:32:17,0.52027529822502,0.236910478955182,0.353686067158238,0,"Order #611, Pizza 6 of 6: cheese"
610,1,12-Jun-2021 11:16:21,0,NC,12-Jun-2021 11:19:56,12-Jun-2021 11:34:35,0.455648191431512,0.248983337764882,0.404579584980314,0.201976082609367,"Order #610, Pizza 1 of 2: pepperoni, hot peppers"
610,2,12-Jun-2021 11:16:21,0,NC,12-Jun-2021 11:19:57,12-Jun-2021 11:34:52,0.401165736292705,0.23030124659714,0.182855566459611,0.127062523781895,"Order #610, Pizza 2 of 2: pepperoni, light cheese"
613,1,12-Jun-2021 11:16:34,0,NC,12-Jun-2021 11:19:58,12-Jun-2021 11:32:31,0.504548230347806,0.274266490147808,0.264057737568794,0.159108551729637,"Order #613, Pizza 1 of 2: extra sausage"
613,2,12-Jun-2021 11:16:34,0,NC,12-Jun-2021 11:20:17,12-Jun-2021 11:35:00,0.521009399600618,0.168115906373456,0.392103144825226,0.108861012605909,"Order #613, Pizza 2 of 2: olives, light sauce"
612,1,12-Jun-2021 11:17:03,0,NC,12-Jun-2021 11:20:46,12-Jun-2021 11:35:28,0.290300672481016,0.250113264365167,0.254527362524166,0.217220578141426,"Order #612, Pizza 1 of 1: pepperoni, hot peppers"
614,1,12-Jun-2021 11:17:26,0,NC,12-Jun-2021 11:20:46,12-Jun-2021 11:34:47,0.417831638159708,0.340644941471387,0.357800816751487,0.0711045844898436,"Order #614, Pizza 1 of 1: pepperoni, heavy sauce"
