individual-local-identifier,timestamp,location-long,location-lat,argos:lc,argos:nb-mes,sensor-type,manually-marked-outlier
"2005CA-Bmu-00834",2005-10-01 23:54:05.000,-124.542,42.519,"B",2,"argos-doppler-shift",
"2005CA-Bmu-00834",2005-10-02 02:07:29.000,-124.49700000000001,42.524,"B",2,"argos-doppler-shift",
"2005CA-Bmu-00834",2005-10-02 02:35:22.000,-124.488,42.501,"A",3,"argos-doppler-shift",
"2005CA-Bmu-00834",2005-10-02 02:54:50.000,-124.506,42.473,"0",4,"argos-doppler-shift",
"2005CA-Bmu-00834",2005-10-02 12:14:04.000,-124.499,42.584,"A",3,"argos-doppler-shift",
"2005CA-Bmu-00834",2005-10-02 12:39:17.000,-124.45600000000002,42.559,"B",2,"argos-doppler-shift",
"2005CA-Bmu-00834",2005-10-02 12:42:19.000,-124.494,42.593,"0",,"argos-doppler-shift",
"2005CA-Bmu-00834",2005-10-02 15:10:55.000,-124.56,42.525,"0",4,"argos-doppler-shift",
"2005CA-Bmu-00834",2005-10-02 23:40:30.000,-124.59800000000001,42.49,"A",3,"argos-doppler-shift",
"2005CA-Bmu-00834",2005-10-03 15:37:19.000,-124.12900000000002,42.43,"A",3,"argos-doppler-shift",true
"2005CA-Bmu-00834",2005-10-03 23:26:51.000,-124.50400000000002,41.867,"A",3,"argos-doppler-shift",
"2005CA-Bmu-00834",2005-10-03 23:42:56.000,-123.21100000000001,42.552,"Z",3,"argos-doppler-shift",true
"2005CA-Bmu-00834",2005-10-04 12:17:55.000,-123.374,41.396,"B",2,"argos-doppler-shift",true
"2005CA-Bmu-00834",2005-10-04 15:13:38.000,-123.994,41.621,"B",2,"argos-doppler-shift",true
"2005CA-Bmu-00834",2005-10-05 12:09:45.000,-124.46199999999999,40.769,"1",6,"argos-doppler-shift",
"2005CA-Bmu-00834",2005-10-05 15:39:11.000,-124.459,40.771,"0",6,"argos-doppler-shift",
"2005CA-Bmu-00834",2005-10-05 15:59:48.000,-124.56200000000001,40.794,"B",2,"argos-doppler-shift",
"2005CA-Bmu-00834",2005-10-05 23:06:24.000,-124.602,40.745,"0",4,"argos-doppler-shift",
"2005CA-Bmu-00834",2005-10-06 02:56:25.000,-124.475,40.76,"0",4,"argos-doppler-shift",
"2005CA-Bmu-00834",2005-10-06 12:00:38.000,-124.275,40.732,"A",3,"argos-doppler-shift",
"2005CA-Bmu-00834",2005-10-06 23:26:59.000,-124.113,40.479,"B",2,"argos-doppler-shift",true
"2005CA-Bmu-00834",2005-10-07 02:35:10.000,-124.30700000000002,40.975,"1",4,"argos-doppler-shift",
"2005CA-Bmu-00834",2005-10-07 12:53:15.000,-124.30700000000002,41.057,"B",2,"argos-doppler-shift",
"2005CA-Bmu-00834",2005-10-07 23:20:55.000,-124.125,41.202,"A",3,"argos-doppler-shift",
"2005CA-Bmu-00834",2005-10-07 23:38:48.000,-124.197,41.11,"A",3,"argos-doppler-shift",
"2005CA-Bmu-00834",2005-10-08 02:12:53.000,-124.29500000000002,41.137,"1",5,"argos-doppler-shift",
"2005CA-Bmu-00834",2005-10-08 12:45:35.000,-124.34899999999999,41.21,"1",4,"argos-doppler-shift",
"2005CA-Bmu-00834",2005-10-08 23:11:08.000,-125.125,41.364,"0",4,"argos-doppler-shift",
"2005CA-Bmu-00834",2005-10-09 02:37:49.000,-124.678,41.511,"B",2,"argos-doppler-shift",
"2005CA-Bmu-00834",2005-10-09 12:28:21.000,-124.36700000000002,41.652,"B",2,"argos-doppler-shift",
"2005CA-Bmu-00834",2005-10-09 15:47:09.000,-124.23399999999998,41.689,"B",2,"argos-doppler-shift",
"2005CA-Bmu-00834",2005-10-10 03:00:35.000,-124.37299999999999,41.547,"B",2,"argos-doppler-shift",
"2005CA-Bmu-00834",2005-10-10 12:18:01.000,-124.54599999999999,41.587,"B",2,"argos-doppler-shift",
"2005CA-Bmu-00834",2005-10-11 02:41:23.000,-124.475,41.372,"2",4,"argos-doppler-shift",
"2005CA-Bmu-00834",2005-10-11 12:08:32.000,-124.263,41.175,"1",5,"argos-doppler-shift",
"2005CA-Bmu-00834",2005-10-11 23:33:16.000,-124.22300000000001,41.062,"0",6,"argos-doppler-shift",
"2005CA-Bmu-00834",2005-10-11 23:45:46.000,-124.275,41.161,"B",2,"argos-doppler-shift",
"2005CA-Bmu-00834",2005-10-12 02:16:00.000,-124.417,41.077,"1",6,"argos-doppler-shift",
"2005CA-Bmu-00834",2005-10-12 12:51:28.000,-124.34199999999998,40.87,"0",5,"argos-doppler-shift",
"2005CA-Bmu-00834",2005-10-12 23:26:46.000,-124.356,41.063,"B",2,"argos-doppler-shift",
"2005CA-Bmu-00834",2005-10-13 15:47:30.000,-124.29000000000002,41.125,"1",4,"argos-doppler-shift",
"2005CA-Bmu-00834",2005-10-13 23:12:57.000,-124.32999999999998,41.003,"1",7,"argos-doppler-shift",
"2005CA-Bmu-00834",2005-10-14 02:09:27.000,-124.196,41.124,"B",2,"argos-doppler-shift",
"2005CA-Bmu-00834",2005-10-14 12:46:38.000,-124.394,40.86,"2",6,"argos-doppler-shift",
"2005CA-Bmu-00834",2005-10-14 15:22:41.000,-124.40699999999998,40.861,"B",2,"argos-doppler-shift",
"2005CA-Bmu-00834",2005-10-14 23:03:09.000,-124.41899999999998,41.049,"A",3,"argos-doppler-shift",
"2005CA-Bmu-00834",2005-10-15 02:47:48.000,-124.215,40.925,"B",2,"argos-doppler-shift",
"2005CA-Bmu-00834",2005-10-15 23:37:07.000,-124.76499999999999,40.61,"B",2,"argos-doppler-shift",
"2005CA-Bmu-00834",2005-10-16 02:21:20.000,-124.917,40.465,"0",4,"argos-doppler-shift",
"2005CA-Bmu-00834",2005-10-16 12:50:38.000,-124.43799999999999,40.367,"A",3,"argos-doppler-shift",
"2005CA-Bmu-00834",2005-10-17 02:02:01.000,-124.025,39.766,"B",2,"argos-doppler-shift",
"2005CA-Bmu-00834",2005-10-18 00:02:41.000,-123.886,39.266,"B",2,"argos-doppler-shift",
"2005CA-Bmu-00834",2005-10-18 12:23:58.000,-123.94,39.146,"Z",3,"argos-doppler-shift",
"2005CA-Bmu-00834",2005-10-19 12:17:35.000,-123.93099999999998,39.388,"1",7,"argos-doppler-shift",
"2005CA-Bmu-00834",2005-10-19 15:08:31.000,-123.91300000000001,39.338,"A",3,"argos-doppler-shift",
"2005CA-Bmu-00834",2005-10-20 02:25:11.000,-123.97899999999998,39.532,"1",14,"argos-doppler-shift",
"2005CA-Bmu-00834",2005-10-20 12:07:13.000,-123.924,39.525,"B",2,"argos-doppler-shift",
"2005CA-Bmu-00834",2005-10-20 23:21:03.000,-123.74000000000001,39.471,"A",3,"argos-doppler-shift",
"2005CA-Bmu-00834",2005-10-20 23:34:31.000,-123.87900000000002,39.527,"0",5,"argos-doppler-shift",
"2005CA-Bmu-00834",2005-10-21 02:05:35.000,-123.94400000000002,39.535,"1",6,"argos-doppler-shift",
"2005CA-Bmu-00834",2005-10-21 23:25:18.000,-123.899,39.492,"B",2,"argos-doppler-shift",
"2005CA-Bmu-00834",2005-10-22 02:15:00.000,-123.988,39.506,"1",4,"argos-doppler-shift",
"2005CA-Bmu-00834",2005-10-22 12:39:11.000,-123.86000000000001,39.525,"B",2,"argos-doppler-shift",
"2005CA-Bmu-00834",2005-10-22 15:35:34.000,-123.952,39.494,"0",5,"argos-doppler-shift",
"2005CA-Bmu-00834",2005-10-22 23:10:41.000,-123.945,39.605,"0",5,"argos-doppler-shift",
"2005CA-Bmu-00834",2005-10-23 02:53:28.000,-123.75400000000002,39.75,"0",5,"argos-doppler-shift",
"2005CA-Bmu-00834",2005-10-23 15:13:30.000,-124.09300000000002,39.895,"1",4,"argos-doppler-shift",
"2005CA-Bmu-00834",2005-10-23 23:42:48.000,-124.174,39.946,"0",6,"argos-doppler-shift",
"2005CA-Bmu-00834",2005-10-24 02:31:51.000,-124.106,39.973,"B",2,"argos-doppler-shift",
"2005CA-Bmu-00834",2005-10-24 02:54:54.000,-124.113,40.032,"A",3,"argos-doppler-shift",
"2005CA-Bmu-00834",2005-10-25 23:34:50.000,-124.19999999999999,39.962,"B",2,"argos-doppler-shift",
"2005CA-Bmu-00834",2005-10-26 12:39:08.000,-124.138,39.876,"1",7,"argos-doppler-shift",
"2005CA-Bmu-00834",2005-10-27 02:57:16.000,-124.27199999999999,39.921,"B",2,"argos-doppler-shift",
"2005CA-Bmu-00834",2005-10-27 12:25:19.000,-124.112,39.966,"0",4,"argos-doppler-shift",
"2005CA-Bmu-00834",2005-10-27 23:47:15.000,-124.18799999999999,39.995,"B",2,"argos-doppler-shift",
"2005CA-Bmu-00834",2005-10-28 02:37:23.000,-124.131,40.017,"B",2,"argos-doppler-shift",
"2005CA-Bmu-00834",2005-10-28 12:12:16.000,-124.23599999999999,40.132,"B",2,"argos-doppler-shift",
"2005CA-Bmu-00834",2005-10-28 15:21:58.000,-124.393,40.151,"0",5,"argos-doppler-shift",
"2005CA-Bmu-00834",2005-10-28 23:03:57.000,-124.51600000000002,40.206,"B",2,"argos-doppler-shift",
"2005CA-Bmu-00834",2005-10-28 23:19:08.000,-124.37099999999998,40.234,"B",2,"argos-doppler-shift",
"2005CA-Bmu-00834",2005-10-29 12:05:32.000,-124.374,40.238,"B",2,"argos-doppler-shift",
"2005CA-Bmu-00834",2005-10-29 23:25:22.000,-124.60899999999998,40.173,"B",2,"argos-doppler-shift",
"2005CA-Bmu-00834",2005-11-01 02:40:43.000,-123.98500000000001,39.138,"A",3,"argos-doppler-shift",
"2005CA-Bmu-00834",2005-11-05 15:02:01.000,-121.85300000000001,35.438,"0",5,"argos-doppler-shift",
"2005CA-Bmu-00834",2005-11-07 02:02:29.000,-121.06,33.501,"B",2,"argos-doppler-shift",
"2005CA-Bmu-00834",2005-11-07 12:02:12.000,-120.566,33.077,"B",2,"argos-doppler-shift",
"2005CA-Bmu-00834",2005-11-09 02:50:54.000,-119.44400000000002,32.467,"A",3,"argos-doppler-shift",
"2005CA-Bmu-00834",2005-11-09 15:09:25.000,-119.08499999999998,32.05,"A",3,"argos-doppler-shift",
"2005CA-Bmu-00834",2005-11-09 23:24:32.000,-118.73000000000002,31.83,"A",3,"argos-doppler-shift",
"2005CA-Bmu-00834",2005-11-11 23:56:33.000,-118.60500000000002,30.589,"B",2,"argos-doppler-shift",
"2005CA-Bmu-00834",2005-11-13 12:32:40.000,-119.10500000000002,29.492,"0",5,"argos-doppler-shift",
"2005CA-Bmu-00834",2005-11-13 15:17:32.000,-119.143,29.406,"B",2,"argos-doppler-shift",
"2005CA-Bmu-00834",2005-11-15 02:10:26.000,-120.155,28.726,"B",2,"argos-doppler-shift",
"2005CA-Bmu-00834",2005-11-15 12:58:06.000,-120.344,28.686,"B",2,"argos-doppler-shift",
"2005CA-Bmu-00834",2005-11-17 23:05:05.000,-120.674,28.71,"1",4,"argos-doppler-shift",
"2005CA-Bmu-00834",2005-11-21 12:40:38.000,-121.21800000000002,28.644,"A",3,"argos-doppler-shift",
"2005CA-Bmu-00845",2005-08-16 15:29:16.000,-121.90699999999998,36.611,"0",5,"argos-doppler-shift",
"2005CA-Bmu-00845",2005-08-17 02:45:26.000,-122.0,36.362,"1",9,"argos-doppler-shift",
"2005CA-Bmu-00845",2005-08-18 02:19:09.000,-122.67700000000002,36.045,"0",4,"argos-doppler-shift",
"2005CA-Bmu-00845",2005-08-19 02:03:00.000,-122.535,35.575,"B",2,"argos-doppler-shift",
"2005CA-Bmu-00845",2005-08-19 12:18:46.000,-122.95999999999998,35.988,"B",2,"argos-doppler-shift",
"2005CA-Bmu-00845",2005-08-19 23:11:00.000,-122.809,36.19,"0",4,"argos-doppler-shift",
"2005CA-Bmu-00845",2005-08-20 12:08:44.000,-122.751,36.123,"1",7,"argos-doppler-shift",
"2005CA-Bmu-00845",2005-08-20 15:33:12.000,-122.51499999999999,36.109,"0",4,"argos-doppler-shift",
"2005CA-Bmu-00845",2005-08-21 02:50:07.000,-122.69799999999998,36.137,"2",9,"argos-doppler-shift",
"2005CA-Bmu-00845",2005-08-21 12:02:08.000,-122.537,36.408,"B",2,"argos-doppler-shift",
"2005CA-Bmu-00845",2005-08-21 15:09:21.000,-122.583,36.264,"B",2,"argos-doppler-shift",
"2005CA-Bmu-00845",2005-08-21 23:21:10.000,-122.114,36.299,"1",6,"argos-doppler-shift",
"2005CA-Bmu-00845",2005-08-22 02:26:57.000,-121.99599999999998,36.314,"0",5,"argos-doppler-shift",
"2005CA-Bmu-00845",2005-08-22 23:09:56.000,-121.97199999999998,36.564,"1",4,"argos-doppler-shift",
"2005CA-Bmu-00845",2005-08-23 23:46:02.000,-123.012,37.699,"B",2,"argos-doppler-shift",
"2005CA-Bmu-00845",2005-08-24 15:39:42.000,-123.48000000000002,38.454,"0",5,"argos-doppler-shift",
"2005CA-Bmu-00845",2005-08-25 02:53:25.000,-123.85300000000001,39.033,"0",4,"argos-doppler-shift",
"2005CA-Bmu-00845",2005-08-25 15:08:34.000,-123.756,39.05,"Z",6,"argos-doppler-shift",
"2005CA-Bmu-00845",2005-08-26 02:34:28.000,-123.97399999999999,39.22,"0",4,"argos-doppler-shift",
"2005CA-Bmu-00845",2005-08-26 12:42:07.000,-123.93299999999999,39.319,"A",3,"argos-doppler-shift",
"2005CA-Bmu-00845",2005-08-26 12:55:42.000,-123.952,39.336,"0",5,"argos-doppler-shift",
"2005CA-Bmu-00845",2005-08-27 02:04:28.000,-123.756,39.559,"Z",4,"argos-doppler-shift",
"2005CA-Bmu-00845",2005-08-27 12:06:21.000,-123.95499999999998,39.487,"B",2,"argos-doppler-shift",
"2005CA-Bmu-00845",2005-08-27 12:29:15.000,-123.912,39.458,"0",5,"argos-doppler-shift",
"2005CA-Bmu-00845",2005-08-27 12:31:27.000,-123.945,39.486,"1",8,"argos-doppler-shift",
"2005CA-Bmu-00845",2005-08-27 23:48:49.000,-123.83699999999999,39.606,"0",4,"argos-doppler-shift",
"2005CA-Bmu-00845",2005-08-28 12:21:01.000,-124.25400000000002,39.895,"B",2,"argos-doppler-shift",
"2005CA-Bmu-00845",2005-08-28 23:22:25.000,-124.381,40.436,"A",3,"argos-doppler-shift",
"2005CA-Bmu-00845",2005-08-28 23:38:35.000,-124.37900000000002,40.391,"0",4,"argos-doppler-shift",
"2005CA-Bmu-00845",2005-08-29 12:02:49.000,-124.38,40.811,"1",4,"argos-doppler-shift",
"2005CA-Bmu-00845",2005-08-30 02:41:31.000,-124.031,40.717,"0",4,"argos-doppler-shift",true
"2005CA-Bmu-00845",2005-08-30 12:57:01.000,-124.298,40.979,"1",5,"argos-doppler-shift",
"2005CA-Bmu-00845",2005-08-30 23:18:20.000,-124.351,40.844,"1",8,"argos-doppler-shift",
"2005CA-Bmu-00845",2005-08-31 02:13:46.000,-124.29599999999999,40.965,"B",2,"argos-doppler-shift",
"2005CA-Bmu-00845",2005-08-31 23:55:21.000,-124.554,40.564,"A",3,"argos-doppler-shift",
"2005CA-Bmu-00845",2005-09-03 12:57:53.000,-123.863,39.015,"A",3,"argos-doppler-shift",
"2005CA-Bmu-00845",2005-09-03 15:01:08.000,-124.01499999999999,38.969,"A",3,"argos-doppler-shift",
"2005CA-Bmu-00845",2005-09-05 12:22:19.000,-122.851,37.36,"B",2,"argos-doppler-shift",
"2005CA-Bmu-00845",2005-09-06 12:14:31.000,-121.9,36.01,"A",3,"argos-doppler-shift",
"2005CA-Bmu-00845",2005-09-06 15:25:45.000,-121.74000000000001,35.837,"B",2,"argos-doppler-shift",
"2005CA-Bmu-00845",2005-09-07 15:04:20.000,-120.74700000000001,34.552,"B",2,"argos-doppler-shift",
"2005CA-Bmu-00845",2005-09-08 23:08:23.000,-119.875,34.088,"B",2,"argos-doppler-shift",
"2005CA-Bmu-00845",2005-09-09 15:55:17.000,-120.40300000000002,33.958,"A",3,"argos-doppler-shift",
"2005CA-Bmu-00845",2005-09-09 23:02:13.000,-120.489,34.026,"2",5,"argos-doppler-shift",
"2005CA-Bmu-00845",2005-09-11 02:50:25.000,-120.39699999999999,34.006,"B",2,"argos-doppler-shift",
"2005CA-Bmu-00849",2005-08-15 23:46:47.000,-122.34899999999999,36.958,"A",3,"argos-doppler-shift",
"2005CA-Bmu-00849",2005-08-16 15:26:01.000,-122.31,37.01,"B",2,"argos-doppler-shift",
"2005CA-Bmu-00849",2005-08-17 02:47:00.000,-122.882,37.279,"B",2,"argos-doppler-shift",
"2005CA-Bmu-00849",2005-08-17 12:04:40.000,-123.00900000000001,37.623,"B",2,"argos-doppler-shift",
"2005CA-Bmu-00849",2005-08-17 15:06:22.000,-123.007,37.609,"Z",4,"argos-doppler-shift",
"2005CA-Bmu-00849",2005-08-18 02:21:15.000,-123.36099999999999,37.748,"B",2,"argos-doppler-shift",
"2005CA-Bmu-00849",2005-08-18 23:55:31.000,-123.42700000000002,37.566,"B",2,"argos-doppler-shift",
"2005CA-Bmu-00849",2005-08-20 15:35:32.000,-123.37799999999999,38.373,"A",3,"argos-doppler-shift",
"2005CA-Bmu-00849",2005-08-20 23:30:01.000,-123.58100000000002,38.739,"B",2,"argos-doppler-shift",
"2005CA-Bmu-00849",2005-08-23 23:48:39.000,-122.77100000000002,36.78,"A",3,"argos-doppler-shift",
"2005CA-Bmu-00849",2005-08-25 02:56:18.000,-122.363,37.138,"A",3,"argos-doppler-shift",
"2005CA-Bmu-00849",2005-08-29 23:24:31.000,-121.822,36.033,"B",2,"argos-doppler-shift",
"2005CA-Bmu-00849",2005-08-30 02:33:09.000,-121.76499999999999,35.903,"B",2,"argos-doppler-shift",
"2005CA-Bmu-00849",2005-08-31 02:07:22.000,-121.21100000000001,35.733,"B",2,"argos-doppler-shift",
"2005CA-Bmu-00849",2005-09-04 02:14:31.000,-121.27600000000001,34.655,"B",2,"argos-doppler-shift",
"2005CA-Bmu-00849",2005-09-04 12:54:44.000,-121.38999999999999,34.555,"B",2,"argos-doppler-shift",
"2005CA-Bmu-00849",2005-09-04 23:55:00.000,-121.18099999999998,34.554,"B",2,"argos-doppler-shift",
"2005CA-Bmu-00849",2005-09-07 02:44:57.000,-120.68200000000002,34.018,"B",2,"argos-doppler-shift",
"2005CA-Bmu-00849",2005-09-09 23:29:58.000,-121.243,33.99,"B",2,"argos-doppler-shift",
"2005CA-Bmu-00849",2005-09-11 02:48:02.000,-122.21699999999998,34.13,"A",3,"argos-doppler-shift",
"2005CA-Bmu-00849",2005-09-11 15:13:09.000,-122.136,34.232,"B",2,"argos-doppler-shift",
"2005CA-Bmu-00849",2005-09-12 02:27:45.000,-122.207,34.348,"B",2,"argos-doppler-shift",
"2005CA-Bmu-00849",2005-09-13 02:03:38.000,-122.16500000000002,34.429,"B",2,"argos-doppler-shift",
"2005CA-Bmu-00849",2005-09-13 12:33:13.000,-122.237,34.45,"B",2,"argos-doppler-shift",
"2005CA-Bmu-00849",2005-09-14 23:46:01.000,-122.477,34.162,"0",4,"argos-doppler-shift",
"2005CA-Bmu-00849",2005-09-15 02:25:16.000,-122.09899999999999,33.137,"Z",5,"argos-doppler-shift",
"2005CA-Bmu-00849",2005-09-15 15:13:44.000,-122.055,34.221,"A",3,"argos-doppler-shift",
"2005CA-Bmu-00849",2005-09-15 23:33:05.000,-122.29500000000002,34.146,"A",3,"argos-doppler-shift",
"2005CA-Bmu-00849",2005-09-16 23:21:25.000,-122.299,34.156,"0",5,"argos-doppler-shift",
"2005CA-Bmu-00849",2005-09-17 02:10:38.000,-122.35,34.137,"A",3,"argos-doppler-shift",
"2005CA-Bmu-00849",2005-09-17 23:34:58.000,-122.19299999999998,34.068,"B",2,"argos-doppler-shift",
"2005CA-Bmu-00849",2005-09-18 15:46:17.000,-122.43700000000001,33.971,"0",4,"argos-doppler-shift",
"2005CA-Bmu-00849",2005-09-19 15:18:47.000,-122.805,34.454,"B",2,"argos-doppler-shift",
"2005CA-Bmu-00849",2005-09-20 02:38:52.000,-122.233,33.993,"2",4,"argos-doppler-shift",
"2005CA-Bmu-00849",2005-09-20 23:56:37.000,-122.34199999999998,33.821,"B",2,"argos-doppler-shift",
"2005CA-Bmu-00849",2005-09-21 02:12:31.000,-122.089,33.891,"0",4,"argos-doppler-shift",
"2005CA-Bmu-00849",2005-09-21 12:17:39.000,-122.26400000000001,33.924,"B",2,"argos-doppler-shift",
"2005CA-Bmu-00849",2005-09-21 12:54:31.000,-122.17700000000002,33.919,"B",2,"argos-doppler-shift",
"2005CA-Bmu-00849",2005-09-21 23:34:02.000,-122.464,33.88,"B",2,"argos-doppler-shift",
"2005CA-Bmu-00849",2005-09-22 23:53:26.000,-122.387,33.789,"B",2,"argos-doppler-shift",
"2005CA-Bmu-00849",2005-09-23 15:21:34.000,-122.049,33.939,"Z",3,"argos-doppler-shift",
"2005CA-Bmu-00849",2005-09-25 02:16:51.000,-122.006,34.279,"B",2,"argos-doppler-shift",
"2005CA-Bmu-00849",2005-09-26 01:58:12.000,-122.01999999999998,34.434,"B",2,"argos-doppler-shift",
"2005CA-Bmu-00849",2005-09-26 23:07:08.000,-122.106,34.396,"B",2,"argos-doppler-shift",
"2005CA-Bmu-00849",2005-09-29 23:36:27.000,-121.387,34.567,"B",2,"argos-doppler-shift",
"2005CA-Bmu-00849",2005-10-01 23:46:01.000,-120.964,34.913,"A",3,"argos-doppler-shift",
"2005CA-Bmu-00849",2005-10-02 12:12:46.000,-121.18700000000001,34.832,"0",5,"argos-doppler-shift",
"2005CA-Bmu-00849",2005-10-02 15:13:45.000,-121.299,35.061,"B",2,"argos-doppler-shift",
"2005CA-Bmu-00849",2005-10-03 23:29:26.000,-121.36599999999999,35.09,"B",2,"argos-doppler-shift",
"2005CA-Bmu-01388",2005-08-17 02:42:51.000,-122.072,36.648,"0",10,"argos-doppler-shift",
"2005CA-Bmu-01388",2005-08-17 15:05:34.000,-122.66,36.671,"B",2,"argos-doppler-shift",
"2005CA-Bmu-01388",2005-08-18 23:20:38.000,-122.31299999999999,36.851,"B",2,"argos-doppler-shift",
"2005CA-Bmu-01388",2005-08-18 23:53:24.000,-122.29500000000002,36.838,"B",2,"argos-doppler-shift",
"2005CA-Bmu-01388",2005-08-19 02:01:30.000,-122.589,36.931,"B",2,"argos-doppler-shift",
"2005CA-Bmu-01388",2005-08-19 12:18:45.000,-122.055,36.579,"2",5,"argos-doppler-shift",
"2005CA-Bmu-01388",2005-08-19 15:54:33.000,-121.99599999999998,36.418,"B",2,"argos-doppler-shift",
"2005CA-Bmu-01388",2005-08-19 23:46:25.000,-121.92700000000002,36.217,"B",2,"argos-doppler-shift",
"2005CA-Bmu-01388",2005-08-19 23:46:26.000,-122.036,36.228,"B",2,"argos-doppler-shift",
"2005CA-Bmu-01388",2005-08-20 12:08:57.000,-121.91500000000002,35.744,"1",7,"argos-doppler-shift",
"2005CA-Bmu-01388",2005-08-21 02:51:50.000,-122.251,35.544,"Z",3,"argos-doppler-shift",
"2005CA-Bmu-01388",2005-08-21 23:18:46.000,-121.50299999999999,35.21,"1",4,"argos-doppler-shift",
"2005CA-Bmu-01388",2005-08-22 02:26:29.000,-121.315,35.259,"B",2,"argos-doppler-shift",
"2005CA-Bmu-01388",2005-08-22 12:54:02.000,-121.34800000000001,34.911,"B",2,"argos-doppler-shift",
"2005CA-Bmu-01388",2005-08-22 23:06:45.000,-121.44299999999998,34.484,"A",3,"argos-doppler-shift",
"2005CA-Bmu-01388",2005-08-23 15:57:16.000,-122.01600000000002,34.337,"A",3,"argos-doppler-shift",
"2005CA-Bmu-01388",2005-08-25 02:56:56.000,-121.227,33.788,"B",2,"argos-doppler-shift",
"2005CA-Bmu-01388",2005-08-25 15:09:30.000,-121.07400000000001,34.001,"Z",3,"argos-doppler-shift",
"2005CA-Bmu-01388",2005-08-26 12:41:27.000,-121.195,34.127,"B",2,"argos-doppler-shift",
"2005CA-Bmu-01388",2005-08-27 23:50:05.000,-120.815,34.19,"B",2,"argos-doppler-shift",
"2005CA-Bmu-01388",2005-08-29 02:56:02.000,-121.98000000000002,34.099,"Z",3,"argos-doppler-shift",
"2005CA-Bmu-01388",2005-08-29 12:06:59.000,-121.95600000000002,34.106,"B",2,"argos-doppler-shift",
"2005CA-Bmu-01388",2005-08-29 23:09:03.000,-121.96100000000001,34.976,"Z",3,"argos-doppler-shift",
"2005CA-Bmu-01388",2005-08-30 02:32:29.000,-121.60500000000002,34.148,"B",2,"argos-doppler-shift",
"2005CA-Bmu-01388",2005-08-30 23:17:41.000,-121.81,34.113,"B",2,"argos-doppler-shift",
"2005CA-Bmu-01388",2005-08-31 02:12:50.000,-121.81700000000001,34.101,"A",3,"argos-doppler-shift",
"2005CA-Bmu-01388",2005-09-03 02:42:44.000,-122.47300000000001,34.373,"B",2,"argos-doppler-shift",
"2005CA-Bmu-01388",2005-09-04 02:18:19.000,-122.387,34.81,"A",3,"argos-doppler-shift",
"2005CA-Bmu-01388",2005-09-04 12:33:54.000,-122.554,34.842,"B",2,"argos-doppler-shift",
"2005CA-Bmu-01388",2005-09-05 23:48:59.000,-122.435,34.982,"B",2,"argos-doppler-shift",
"2005CA-Bmu-01388",2005-09-06 12:04:36.000,-122.56799999999998,35.254,"B",2,"argos-doppler-shift",
"2005CA-Bmu-01388",2005-09-06 15:22:53.000,-122.326,34.926,"B",2,"argos-doppler-shift",
"2005CA-Bmu-01388",2005-09-06 23:35:29.000,-122.61599999999999,35.185,"0",5,"argos-doppler-shift",
"2005CA-Bmu-01388",2005-09-07 02:48:07.000,-122.606,35.144,"1",6,"argos-doppler-shift",
"2005CA-Bmu-01388",2005-09-07 23:22:42.000,-122.656,35.147,"A",3,"argos-doppler-shift",
"2005CA-Bmu-01388",2005-09-08 23:09:31.000,-122.697,34.851,"A",3,"argos-doppler-shift",
"2005CA-Bmu-01388",2005-09-08 23:13:46.000,-122.334,35.535,"B",2,"argos-doppler-shift",
"2005CA-Bmu-01388",2005-09-08 23:51:16.000,-122.662,35.229,"B",2,"argos-doppler-shift",
"2005CA-Bmu-01388",2005-09-09 02:00:16.000,-122.685,35.25,"B",2,"argos-doppler-shift",
"2005CA-Bmu-01388",2005-09-09 23:01:14.000,-122.31799999999998,35.153,"B",2,"argos-doppler-shift",
"2005CA-Bmu-01388",2005-09-11 02:53:11.000,-122.54399999999998,35.42,"0",4,"argos-doppler-shift",
"2005CA-Bmu-01388",2005-09-11 15:09:25.000,-122.15699999999998,36.683,"B",2,"argos-doppler-shift",
"2005CA-Bmu-01388",2005-09-12 12:39:42.000,-122.453,35.562,"B",2,"argos-doppler-shift",
"2005CA-Bmu-01388",2005-09-12 12:42:21.000,-122.34800000000001,35.494,"B",2,"argos-doppler-shift",
"2005CA-Bmu-01388",2005-09-13 23:33:42.000,-122.231,35.371,"B",2,"argos-doppler-shift",
"2005CA-Bmu-01388",2005-09-13 23:54:35.000,-122.345,34.763,"B",2,"argos-doppler-shift",
"2005CA-Bmu-01388",2005-09-14 23:07:46.000,-122.61700000000002,35.075,"B",2,"argos-doppler-shift",
"2005CA-Bmu-01388",2005-09-14 23:43:55.000,-122.844,35.177,"A",3,"argos-doppler-shift",
"2005CA-Bmu-01388",2005-09-15 02:24:14.000,-122.84699999999998,35.231,"0",4,"argos-doppler-shift",
"2005CA-Bmu-01388",2005-09-16 02:29:38.000,-123.01499999999999,35.467,"0",4,"argos-doppler-shift",
"2005CA-Bmu-01388",2005-09-16 23:22:04.000,-123.418,35.556,"A",3,"argos-doppler-shift",
"2005CA-Bmu-01388",2005-09-16 23:27:25.000,-123.293,35.239,"B",2,"argos-doppler-shift",
"2005CA-Bmu-01388",2005-09-17 02:09:43.000,-123.37900000000002,35.411,"A",3,"argos-doppler-shift",
"2005CA-Bmu-01388",2005-09-17 12:14:32.000,-123.56,35.015,"B",2,"argos-doppler-shift",
